"GeneSymbol","Name","NCBI_Entrez_ID","HGNC_ID","Ensembl_Gene","Ensembl_Nucleotide","Ensembl_Protein","RefSeq_Nucleotide","RefSeq_Protein","Database","Uniprot_ID"
"PPT1","palmitoyl-protein thioesterase 1",5538,"HGNC:9325","ENSG00000131238.18","ENST00000642050.2","ENSP00000493153.1","NM_000310.4","NP_000301.1","MANE Select","P50897;A0A286YEP3;E9PIA8;A0A2C9F2P4;E9PK48;A0A286YFE3;A0A286YFF7;A0A286YF39;Q5T0S4;E9PMG2;E9PSE5"
"PPT2","palmitoyl-protein thioesterase 2",9374,"HGNC:9326","ENSG00000221988.13","ENST00000324816.11","ENSP00000320528.6","NM_005155.7","NP_005146.4","MANE Select","A0A0G2JHB6;A0A0G2JI52;Q9UMR5;A2ABN6;A0A0G2JIU6;A0A0G2JKR3;A0A0G2JHI0;A0A0G2JID8;A0A0G2JK07;A0A0G2JLK8;A0A0G2JH76;A0A0G2JLK6;A0A0G2JK02;A0A024RCQ8;A2ABN7;G8JLL2;A0A0G2JLK3;A0A140T9Y1;A0A140T8X7"
"PPTC7","protein phosphatase targeting COQ7",160760,"HGNC:30695","ENSG00000196850.6","ENST00000354300.5","ENSP00000346255.3","NM_139283.2","NP_644812.1","MANE Select","Q8NI37"
"PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1",23398,"HGNC:28954","ENSG00000113593.12","ENST00000261308.10","ENSP00000261308.4","NM_015342.4","NP_056157.1","MANE Select","Q96BP3;A0A384MTS1;D6RHV0;D6R9Q1;D6RD43;F5H7P7;D6RB19;H0Y8N5;D6RA12;D6RDA4"
"PPY","pancreatic polypeptide",5539,"HGNC:9327","ENSG00000108849.8","ENST00000225992.8","ENSP00000225992.3","NM_002722.5","NP_002713.1","MANE Select","P01298;K7EML0;K7EKP2"
"PQBP1","polyglutamine binding protein 1",10084,"HGNC:9330","ENSG00000102103.18","ENST00000447146.7","ENSP00000391759.2","NM_001032382.2","NP_001027554.1","MANE Select","O60828;A0A0S2Z4V5;H7C053"
"PRAC1","PRAC1 small nuclear protein",84366,"HGNC:30591","ENSG00000159182.5","ENST00000290294.5","ENSP00000290294.3","NM_032391.3","NP_115767.1","MANE Select","Q96KF2"
"PRAC2","PRAC2 small nuclear protein",360205,"HGNC:30143","ENSG00000229637.4","ENST00000422730.4","ENSP00000481367.1","NM_001282275.2","NP_001269204.1","MANE Select","D3DTV9;A0A087X2F6"
"PRADC1","protease associated domain containing 1",84279,"HGNC:16047","ENSG00000135617.4","ENST00000258083.3","ENSP00000258083.2","NM_032319.3","NP_115695.1","MANE Select","Q9BSG0"
"PRAF2","PRA1 domain family member 2",11230,"HGNC:28911","ENSG00000243279.4","ENST00000553851.3","ENSP00000451962.2","NM_007213.3","NP_009144.1","MANE Select","O60831;A6NP52;A0A024QZ22"
"PRAG1","PEAK1 related, kinase-activating pseudokinase 1",157285,"HGNC:25438","ENSG00000275342.5","ENST00000615670.5","ENSP00000481109.1","NM_001080826.3","NP_001074295.2","MANE Select","Q86YV5"
"PRAM1","PML-RARA regulated adaptor molecule 1",84106,"HGNC:30091","ENSG00000133246.12","ENST00000423345.5","ENSP00000408342.2","NM_032152.5","NP_115528.4","MANE Select","Q96QH2;M0R149"
"PRAME","PRAME nuclear receptor transcriptional regulator",23532,"HGNC:9336","ENSG00000185686.18","ENST00000405655.8","ENSP00000384343.3","NM_206956.3","NP_996839.1","MANE Select","E7EW99;A0A024R1E6;P78395;E7EMH2;B5MD04;B5MCY4;A0A0G2JRX8;A0A0G2JRX7"
"PRAMEF1","PRAME family member 1",65121,"HGNC:28840","ENSG00000116721.9","ENST00000332296.7","ENSP00000332134.7","NM_023013.4","NP_075389.2","MANE Select","O95521"
"PRAMEF10","PRAME family member 10",343071,"HGNC:27997","ENSG00000187545.5","ENST00000235347.4","ENSP00000235347.4","NM_001039361.4","NP_001034450.3","MANE Select","O60809"
"PRAMEF11","PRAME family member 11",440560,"HGNC:14086","ENSG00000239810.3","ENST00000619922.1","ENSP00000480027.2","NM_001146344.3","NP_001139816.2","MANE Select","O60813"
"PRAMEF12","PRAME family member 12",390999,"HGNC:22125","ENSG00000116726.5","ENST00000357726.5","ENSP00000350358.4","NM_001080830.5","NP_001074299.2","MANE Select","O95522"
"PRAMEF13","PRAME family member 13",400736,"HGNC:13262","ENSG00000279169.3","ENST00000625019.3","ENSP00000491259.1","NM_001291380.1","NP_001278309.1","MANE Select","Q5VWM6;A0A1W2PPB9"
"PRAMEF14","PRAME family member 14",729528,"HGNC:13576","ENSG00000204481.8","ENST00000334600.7","ENSP00000334410.5","NM_001024661.2","NP_001019832.2","MANE Select","Q5SWL7"
"PRAMEF15","PRAME family member 15",653619,"HGNC:26764","ENSG00000204501.7","ENST00000376152.2","ENSP00000365322.1","NM_001098376.3","NP_001091846.1","MANE Select","P0DUQ1;P0DUQ2"
"PRAMEF17","PRAME family member 17",391004,"HGNC:29485","ENSG00000204479.4","ENST00000376098.4","ENSP00000365266.3","NM_001099851.3","NP_001093321.1","MANE Select","Q5VTA0"
"PRAMEF18","PRAME family member 18",391003,"HGNC:30693","ENSG00000279804.3","ENST00000624297.3","ENSP00000485473.2","NM_001099850.2","NP_001093320.2","MANE Select","Q5VWM3;A0A140TA27"
"PRAMEF19","PRAME family member 19",645414,"HGNC:24908","ENSG00000204480.9","ENST00000376101.4","ENSP00000365269.2","NM_001099790.5","NP_001093260.3","MANE Select","Q5SWL8"
"PRAMEF2","PRAME family member 2",65122,"HGNC:28841","ENSG00000120952.4","ENST00000240189.2","ENSP00000240189.2","NM_023014.1","NP_075390.1","MANE Select","O60811"
"PRAMEF20","PRAME family member 20",645425,"HGNC:25224","ENSG00000204478.11","ENST00000602960.2","ENSP00000473584.1","NM_001099852.2","NP_001093322.2","MANE Select","Q5VT98"
"PRAMEF25","PRAME family member 25",441873,"HGNC:49179","ENSG00000229571.7","ENST00000619661.3","ENSP00000478309.2","NM_001310134.3","NP_001297063.1","MANE Select","A6NGN4;A0A0G2JN56"
"PRAMEF26","PRAME family member 26",645359,"HGNC:49178","ENSG00000280267.6","ENST00000624207.2","ENSP00000485656.1","NM_001306072.3","NP_001293001.1","MANE Select",NA
"PRAMEF27","PRAME family member 27",101929983,"HGNC:51234","ENSG00000274764.6","ENST00000436041.6","ENSP00000393136.2","NM_001300891.2","NP_001287820.1","MANE Select","A3QJZ7"
"PRAMEF33","PRAME family member 33",645382,"HGNC:49193","ENSG00000237700.2","ENST00000437300.2","ENSP00000492439.1","NM_001291381.1","NP_001278310.1","MANE Select","A0A0G2JMD5"
"PRAMEF4","PRAME family member 4",400735,"HGNC:31971","ENSG00000243073.4","ENST00000235349.6","ENSP00000235349.5","NM_001009611.4","NP_001009611.2","MANE Select","O60810"
"PRAMEF5","PRAME family member 5",343068,"HGNC:27995","ENSG00000270601.5","ENST00000622421.3","ENSP00000480122.1","NM_001013407.5","NP_001013425.2","MANE Select","Q5TYX0"
"PRAMEF6","PRAME family member 6",440561,"HGNC:30583","ENSG00000232423.6","ENST00000376189.5","ENSP00000365360.1","NM_001010889.2","NP_001010889.1","MANE Select","Q5VXH4"
"PRAMEF7","PRAME family member 7",441871,"HGNC:28415","ENSG00000204510.6","ENST00000697200.1","ENSP00000513184.1","NM_001012277.5","NP_001012277.2","MANE Select","Q5VXH5"
"PRAMEF8","PRAME family member 8",391002,"HGNC:24074","ENSG00000182330.11","ENST00000357367.7","ENSP00000349931.2","NM_001012276.3","NP_001012276.2","MANE Select","Q5VWM4"
"PRAMEF9","PRAME family member 9",343070,"HGNC:27996","ENSG00000204505.5","ENST00000415919.3","ENSP00000485258.1","NM_001010890.3","NP_001010890.2","MANE Select","A0A096LNW4;A0A0G2JP20;A0A1B0GU46"
"PRAP1","proline rich acidic protein 1",118471,"HGNC:23304","ENSG00000165828.15","ENST00000433452.6","ENSP00000416126.2","NM_145202.5","NP_660203.3","MANE Select","Q96NZ9"
"PRB2","proline rich protein BstNI subfamily 2",653247,"HGNC:9338","ENSG00000121335.12","ENST00000389362.6","ENSP00000374013.4","NM_006248.4","NP_006239.3","MANE Select","P02812"
"PRB3","proline rich protein BstNI subfamily 3",5544,"HGNC:9339","ENSG00000197870.13","ENST00000538488.3","ENSP00000442626.2","NM_001394862.1","NP_001381791.1","MANE Select","F5H7C1;A0A0G2JPD0;A0A0G2JNB4"
"PRB4","proline rich protein BstNI subfamily 4",5545,"HGNC:9340","ENSG00000230657.8","ENST00000279575.7","ENSP00000279575.1","NM_002723.6","NP_002714.2","MANE Select","E7EXA8;E9PAL0"
"PRC1","protein regulator of cytokinesis 1",9055,"HGNC:9341","ENSG00000198901.14","ENST00000394249.8","ENSP00000377793.3","NM_003981.4","NP_003972.2","MANE Select","O43663;H0YM42;H0YLA0;H3BSJ8"
"PRCC","proline rich mitotic checkpoint control factor",5546,"HGNC:9343","ENSG00000143294.15","ENST00000271526.9","ENSP00000271526.4","NM_005973.5","NP_005964.3","MANE Select","Q92733;A0A0S2Z456;H0YE12"
"PRCD","photoreceptor disc component",768206,"HGNC:32528","ENSG00000214140.11","ENST00000592014.6","ENSP00000467661.1","NM_001077620.3","NP_001071088.1","MANE Select","Q00LT1"
"PRCP","prolylcarboxypeptidase",5547,"HGNC:9344","ENSG00000137509.12","ENST00000313010.8","ENSP00000317362.3","NM_005040.4","NP_005031.1","MANE Select","B7Z7Q6;P42785;B3KR26;E9PNF7;A0A7P0TB23;E9PL49;E9PLY4;E9PNJ1;A0A024R5L0;A0A7P0Z451;E9PL85;E9PKN6;E9PQB5"
"PRDM1","PR/SET domain 1",639,"HGNC:9346","ENSG00000057657.17","ENST00000369096.9","ENSP00000358092.4","NM_001198.4","NP_001189.2","MANE Select","O75626;Q5T4E8;A0A3B3IU23;B2REA5;B2REA4"
"PRDM10","PR/SET domain 10",56980,"HGNC:13995","ENSG00000170325.16","ENST00000360871.8","ENSP00000354118.3","NM_199437.2","NP_955469.1","MANE Select","E9PS52;E9PLV1;E9PIB4"
"PRDM11","PR/SET domain 11",56981,"HGNC:13996","ENSG00000019485.14","ENST00000683152.1","ENSP00000507575.1","NM_001384648.1","NP_001371577.1","MANE Select","A0A087WWZ6;H3BSZ2"
"PRDM12","PR/SET domain 12",59335,"HGNC:13997","ENSG00000130711.5","ENST00000253008.3","ENSP00000253008.2","NM_021619.3","NP_067632.2","MANE Select","Q9H4Q4;A0A6Q8PH01"
"PRDM13","PR/SET domain 13",59336,"HGNC:13998","ENSG00000112238.12","ENST00000369215.5","ENSP00000358217.5","NM_021620.4","NP_067633.2","MANE Select","Q9H4Q3;A0A0A0MRL5"
"PRDM14","PR/SET domain 14",63978,"HGNC:14001","ENSG00000147596.4","ENST00000276594.3","ENSP00000276594.2","NM_024504.4","NP_078780.1","MANE Select","Q9GZV8;C9JMM8"
"PRDM15","PR/SET domain 15",63977,"HGNC:13999","ENSG00000141956.14","ENST00000398548.6","ENSP00000381556.2","NM_001040424.3","NP_001035514.2","MANE Select","Q4W8S1;A0A6Q8PFK1;E7ER26"
"PRDM16","PR/SET domain 16",63976,"HGNC:14000","ENSG00000142611.17","ENST00000270722.10","ENSP00000270722.5","NM_022114.4","NP_071397.3","MANE Select","Q9HAZ2;H0YA13;D6RFY3;D6RDW0;U3KQL6"
"PRDM2","PR/SET domain 2",7799,"HGNC:9347","ENSG00000116731.23","ENST00000311066.10","ENSP00000312352.6","NM_001393986.1","NP_001380915.1","MANE Select","Q13029;D6RED5;H0Y9J3;D6RJM6;S4R3F7;D6RAA0"
"PRDM4","PR/SET domain 4",11108,"HGNC:9348","ENSG00000110851.12","ENST00000228437.10","ENSP00000228437.5","NM_012406.4","NP_036538.3","MANE Select","Q9UKN5;A0A024RBM7;F8VRG2;F8VZQ2;H0YIF6"
"PRDM5","PR/SET domain 5",11107,"HGNC:9349","ENSG00000138738.11","ENST00000264808.8","ENSP00000264808.3","NM_018699.4","NP_061169.2","MANE Select","Q9NQX1"
"PRDM6","PR/SET domain 6",93166,"HGNC:9350","ENSG00000061455.11","ENST00000407847.5","ENSP00000384725.3","NM_001136239.4","NP_001129711.1","MANE Select","Q9NQX0"
"PRDM7","PR/SET domain 7",11105,"HGNC:9351","ENSG00000126856.16","ENST00000449207.8","ENSP00000396732.2","NM_001098173.2","NP_001091643.1","MANE Select","A4Q9G9;Q9NQW5;H3BUJ3"
"PRDM8","PR/SET domain 8",56978,"HGNC:13993","ENSG00000152784.16","ENST00000415738.3","ENSP00000406998.2","NM_001099403.2","NP_001092873.1","MANE Select","Q9NQV8;A0A024RDC4;E9PEH0"
"PRDM9","PR/SET domain 9",56979,"HGNC:13994","ENSG00000164256.11","ENST00000296682.4","ENSP00000296682.4","NM_020227.4","NP_064612.2","MANE Select","Q9NQV7;A0A0U1RQY2"
"PRDX1","peroxiredoxin 1",5052,"HGNC:9352","ENSG00000117450.15","ENST00000319248.13","ENSP00000361152.5","NM_181697.3","NP_859048.1","MANE Select","Q06830;A0A0A0MRQ5"
"PRDX2","peroxiredoxin 2",7001,"HGNC:9353","ENSG00000167815.12","ENST00000301522.3","ENSP00000301522.2","NM_005809.6","NP_005800.3","MANE Select","A6NIW5;P32119;V9HW12"
"PRDX3","peroxiredoxin 3",10935,"HGNC:9354","ENSG00000165672.7","ENST00000298510.4","ENSP00000298510.2","NM_006793.5","NP_006784.1","MANE Select","P30048;A0A384MTR2"
"PRDX4","peroxiredoxin 4",10549,"HGNC:17169","ENSG00000123131.13","ENST00000379341.9","ENSP00000368646.4","NM_006406.2","NP_006397.1","MANE Select","Q13162;V9HW63;A6NG45;A6NJJ0"
"PRDX5","peroxiredoxin 5",25824,"HGNC:9355","ENSG00000126432.14","ENST00000265462.9","ENSP00000265462.4","NM_012094.5","NP_036226.2","MANE Select","P30044"
"PRDX6","peroxiredoxin 6",9588,"HGNC:16753","ENSG00000117592.9","ENST00000340385.6","ENSP00000342026.5","NM_004905.3","NP_004896.1","MANE Select","P30041;V9HWC7"
"PREB","prolactin regulatory element binding",10113,"HGNC:9356","ENSG00000138073.14","ENST00000260643.7","ENSP00000260643.2","NM_013388.6","NP_037520.1","MANE Select","Q9HCU5;F8WCS5;H7BZX0;B5MC98"
"PRELID1","PRELI domain containing 1",27166,"HGNC:30255","ENSG00000169230.10","ENST00000303204.9","ENSP00000302114.4","NM_013237.4","NP_037369.1","MANE Select","D6REW1;Q9Y255;D6RC47"
"PRELID2","PRELI domain containing 2",153768,"HGNC:28306","ENSG00000186314.12","ENST00000683046.1","ENSP00000506938.1","NM_205846.3","NP_995318.1","MANE Select","Q8N945;D6RAB6"
"PRELID3A","PRELI domain containing 3A",10650,"HGNC:24639","ENSG00000141391.14","ENST00000440960.6","ENSP00000404700.1","NM_001142405.2","NP_001135877.1","MANE Select","Q96N28;K7ENN4;K7EPM9;K7ELB4;K7EP78;K7EQM5"
"PRELID3B","PRELI domain containing 3B",51012,"HGNC:15892","ENSG00000101166.16","ENST00000355937.9","ENSP00000348206.4","NM_016045.3","NP_057129.2","MANE Select","Q9Y3B1;E9PL81"
"PRELP","proline and arginine rich end leucine rich repeat protein",5549,"HGNC:9357","ENSG00000188783.6","ENST00000343110.3","ENSP00000343924.2","NM_002725.4","NP_002716.1","MANE Select","P51888"
"PREP","prolyl endopeptidase",5550,"HGNC:9358","ENSG00000085377.15","ENST00000652536.2","ENSP00000499089.1","NM_002726.5","NP_002717.3","MANE Select","P48147;A0A499FJL1"
"PREPL","prolyl endopeptidase like",9581,"HGNC:30228","ENSG00000138078.16","ENST00000409411.6","ENSP00000387095.2","NM_001171613.2","NP_001165084.1","MANE Select","Q4J6C6;C9JMT4;H7BZP6"
"PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",57580,"HGNC:32594","ENSG00000124126.14","ENST00000371941.4","ENSP00000361009.3","NM_020820.4","NP_065871.3","MANE Select","Q8TCU6"
"PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",80243,"HGNC:22950","ENSG00000046889.19","ENST00000288368.5","ENSP00000288368.4","NM_024870.4","NP_079146.2","MANE Select","Q70Z35"
"PRF1","perforin 1",5551,"HGNC:9360","ENSG00000180644.8","ENST00000441259.2","ENSP00000398568.1","NM_001083116.3","NP_001076585.1","MANE Select","P14222;A0A1W2PR25"
"PRG2","proteoglycan 2, pro eosinophil major basic protein",5553,"HGNC:9362","ENSG00000186652.10","ENST00000311862.10","ENSP00000312134.5","NM_002728.6","NP_002719.3","MANE Select","P13727"
"PRG3","proteoglycan 3, pro eosinophil major basic protein 2",10394,"HGNC:9363","ENSG00000156575.2","ENST00000287143.2","ENSP00000287143.2","NM_006093.4","NP_006084.2","MANE Select","Q9Y2Y8"
"PRG4","proteoglycan 4",10216,"HGNC:9364","ENSG00000116690.13","ENST00000445192.7","ENSP00000399679.3","NM_005807.6","NP_005798.3","MANE Select","Q92954;J3KP74;E9PLR3"
"PRH1","proline rich protein HaeIII subfamily 1",5554,"HGNC:9366","ENSG00000231887.8","ENST00000543626.5","ENSP00000479168.1","NM_001393989.1","NP_001380918.1","MANE Select","A0A0A0MT31;A0A087WYF5;A0A087WYT0;A0A087WV42"
"PRH2","proline rich protein HaeIII subfamily 2",5555,"HGNC:9367","ENSG00000134551.13","ENST00000396400.4","ENSP00000379682.3","NM_001110213.1","NP_001103683.1","MANE Select",NA
"PRICKLE1","prickle planar cell polarity protein 1",144165,"HGNC:17019","ENSG00000139174.12","ENST00000345127.9","ENSP00000345064.3","NM_153026.3","NP_694571.2","MANE Select","Q96MT3;F8W1Q8;A0A024R0W7;F8W1J1;F8VUG8;A0A1W2PPC7"
"PRICKLE2","prickle planar cell polarity protein 2",166336,"HGNC:20340","ENSG00000163637.13","ENST00000638394.2","ENSP00000492363.1","NM_198859.4","NP_942559.1","MANE Select","A1LQZ3;Q7Z3G6;A0A1X7SBR1"
"PRICKLE3","prickle planar cell polarity protein 3",4007,"HGNC:6645","ENSG00000012211.13","ENST00000599218.6","ENSP00000470248.1","NM_006150.5","NP_006141.2","MANE Select","O43900;H7BZP7;A0A0A0MRT7;F5H4N2;A0A024QYW5;H0Y413"
"PRICKLE4","prickle planar cell polarity protein 4",29964,"HGNC:16805","ENSG00000278224.7","ENST00000458694.6","ENSP00000404911.1","NM_013397.6","NP_037529.3","MANE Select","Q2TBC4;A0A024RCZ7"
"PRIM1","DNA primase subunit 1",5557,"HGNC:9369","ENSG00000198056.15","ENST00000338193.11","ENSP00000350491.5","NM_000946.3","NP_000937.1","MANE Select","P49642;H0YIP2;F8VNY2;F8VSB2;A0A5F9ZHB6"
"PRIM2","DNA primase subunit 2",5558,"HGNC:9370","ENSG00000146143.19","ENST00000615550.5","ENSP00000484105.1","NM_000947.5","NP_000938.2","MANE Select","A0A024RD43;P49643;A0A5F9ZHR0;A0A5F9ZHU7"
"PRIMA1","proline rich membrane anchor 1",145270,"HGNC:18319","ENSG00000175785.13","ENST00000393140.6","ENSP00000376848.1","NM_178013.4","NP_821092.1","MANE Select","Q86XR5;A0A024R6J9"
"PRIMPOL","primase and DNA directed polymerase",201973,"HGNC:26575","ENSG00000164306.11","ENST00000314970.11","ENSP00000313816.6","NM_152683.4","NP_689896.1","MANE Select","Q96LW4;A0A5S6SZ32;D6R908;D6R971;H0Y9N8"
"PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1",5562,"HGNC:9376","ENSG00000132356.12","ENST00000397128.7","ENSP00000380317.2","NM_006251.6","NP_006242.5","MANE Select","Q13131;Q96E92"
"PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2",5563,"HGNC:9377","ENSG00000162409.12","ENST00000371244.9","ENSP00000360290.4","NM_006252.4","NP_006243.2","MANE Select","P54646"
"PRKAB1","protein kinase AMP-activated non-catalytic subunit beta 1",5564,"HGNC:9378","ENSG00000111725.11","ENST00000229328.10","ENSP00000229328.5","NM_006253.5","NP_006244.2","MANE Select","Q9Y478;A0A024RBN1;F5H4Y8;F5H2X8;F5H610"
"PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2",5565,"HGNC:9379","ENSG00000131791.8","ENST00000254101.4","ENSP00000254101.3","NM_005399.5","NP_005390.1","MANE Select","O43741"
"PRKACA","protein kinase cAMP-activated catalytic subunit alpha",5566,"HGNC:9380","ENSG00000072062.16","ENST00000308677.9","ENSP00000309591.3","NM_002730.4","NP_002721.1","MANE Select","P17612;B7Z708;Q15136;K7ENJ5;K7EMV1;A0A7I2V5J4;A0A024R7J0;A0A7I2YQ82"
"PRKACB","protein kinase cAMP-activated catalytic subunit beta",5567,"HGNC:9381","ENSG00000142875.20","ENST00000370685.7","ENSP00000359719.3","NM_182948.4","NP_891993.1","MANE Select","P22694;B2RB89;B1APF7;B1APG1;B1APG0;A0A087WVC4;B1APG3;B1APG2;B1APF8;B1APF9"
"PRKACG","protein kinase cAMP-activated catalytic subunit gamma",5568,"HGNC:9382","ENSG00000165059.8","ENST00000377276.5","ENSP00000366488.2","NM_002732.4","NP_002723.2","MANE Select","P22612"
"PRKAG1","protein kinase AMP-activated non-catalytic subunit gamma 1",5571,"HGNC:9385","ENSG00000181929.13","ENST00000548065.7","ENSP00000447433.1","NM_002733.5","NP_002724.1","MANE Select","P54619;A0A024R125;F8VQQ1;H0YIC9;F8VPF5;F8VSL2;F8VRY2;F8VSH3;F8VYY9;F8W046;F8VVA3;H0YHF8;F8VYZ8;F8VZX1"
"PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2",51422,"HGNC:9386","ENSG00000106617.15","ENST00000287878.9","ENSP00000287878.3","NM_016203.4","NP_057287.2","MANE Select","Q9UGJ0;A0A090N8Q6;A0A384MDZ2;A0A494C094;A0A494C068;A0A494C026;A0A494C188;A0A494C0H7;F8WAY3;F8WDA1;A0A494C155;A0A494C1K7;E9PGP6;A0A494C1R6"
"PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha",5573,"HGNC:9388","ENSG00000108946.16","ENST00000589228.6","ENSP00000464977.2","NM_002734.5","NP_002725.1","MANE Select","P10644;B2R5T5;X6RAV4;K7EQK3;K7EM13;K7EPR5;K7EMZ6"
"PRKAR1B","protein kinase cAMP-dependent type I regulatory subunit beta",5575,"HGNC:9390","ENSG00000188191.15","ENST00000537384.6","ENSP00000440449.1","NM_001164760.2","NP_001158232.1","MANE Select","P31321;C9IZL8;C9JSK5;C9JR00;C9J4C2"
"PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha",5576,"HGNC:9391","ENSG00000114302.16","ENST00000265563.13","ENSP00000265563.8","NM_004157.4","NP_004148.1","MANE Select","P13861;A0A024R2W3;C9J830;A0A0S2Z472"
"PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta",5577,"HGNC:9392","ENSG00000005249.13","ENST00000265717.5","ENSP00000265717.4","NM_002736.3","NP_002727.2","MANE Select","P31323;A0A024R712"
"PRKCA","protein kinase C alpha",5578,"HGNC:9393","ENSG00000154229.12","ENST00000413366.8","ENSP00000408695.3","NM_002737.3","NP_002728.2","MANE Select","P17252;J3KRN5;L7RSM7"
"PRKCB","protein kinase C beta",5579,"HGNC:9395","ENSG00000166501.14","ENST00000643927.1","ENSP00000496129.1","NM_002738.7","NP_002729.2","MANE Select","P05771;I3L1Z0;H3BV73"
"PRKCD","protein kinase C delta",5580,"HGNC:9399","ENSG00000163932.16","ENST00000330452.8","ENSP00000331602.3","NM_006254.4","NP_006245.2","MANE Select","Q05655;A0A494C1T7;C9K0E3;C9JZU8;C9J9P1;A0A494C125;A0A024R328"
"PRKCE","protein kinase C epsilon",5581,"HGNC:9401","ENSG00000171132.14","ENST00000306156.8","ENSP00000306124.3","NM_005400.3","NP_005391.1","MANE Select","Q02156;C9JR22;E9PBI2;L7RTI5"
"PRKCG","protein kinase C gamma",5582,"HGNC:9402","ENSG00000126583.12","ENST00000263431.4","ENSP00000263431.3","NM_002739.5","NP_002730.1","MANE Select","P05129;M0R0I9;H7BZ60;M0R0Z4;A0A804HHY0;A0A804HIU5"
"PRKCH","protein kinase C eta",5583,"HGNC:9403","ENSG00000027075.17","ENST00000332981.11","ENSP00000329127.5","NM_006255.5","NP_006246.2","MANE Select","P24723;G3V4X4;G3V4Q9;G3V5U5;G3V520;G3V304;G3V3E7;G3V4Q6;G3V5Y6;G3V5F8;G3V4L3;G3V4H0"
"PRKCI","protein kinase C iota",5584,"HGNC:9404","ENSG00000163558.13","ENST00000295797.5","ENSP00000295797.4","NM_002740.6","NP_002731.4","MANE Select","P41743"
"PRKCQ","protein kinase C theta",5588,"HGNC:9410","ENSG00000065675.16","ENST00000263125.10","ENSP00000263125.5","NM_006257.5","NP_006248.1","MANE Select","Q04759"
"PRKCSH","protein kinase C substrate 80K-H",5589,"HGNC:9411","ENSG00000130175.10","ENST00000677123.1","ENSP00000503163.1","NM_001289104.2","NP_001276033.1","MANE Select","K7ELL7;P14314;A0A0C4DGP4;K7EJ70;K7EL27;K7EPW7;A0A7I2V2T6;K7EKX1;K7EIP3"
"PRKCZ","protein kinase C zeta",5590,"HGNC:9412","ENSG00000067606.17","ENST00000378567.8","ENSP00000367830.3","NM_002744.6","NP_002735.3","MANE Select","Q05513;D6REZ8;F2Z3C5;D6RJG4;D6RC84;D6RCN4;D6RBD4;D6RAU1;D6RDM0;D6RG01;F2Z2H9;D6RGG1;E9PBE1;J3KRP7;D6RAN5;D6RD31"
